alpha,delta,u,g,r,i,z,class,redshift,plate,MJD
351.542643719491,14.6181527146402,22.58327,22.41367,20.59029,19.92423,20.16946,GALAXY,0.4128369,6143,56267
247.238173195538,41.4217657571489,24.88742,25.27586,21.80408,20.71861,19.67933,GALAXY,0.8353557,8524,57656
195.789083855231,19.8088753469601,25.78245,22.2847,20.71778,19.75418,19.35479,GALAXY,0.5084493,5860,56046
206.921961596531,33.2805606350812,18.39329,17.18674,16.73671,16.42954,16.24563,GALAXY,0.07486051,2024,53503
207.174206240408,32.9290343148979,26.0829,22.04042,21.43359,21.47266,21.22138,QSO,0.4211774,3861,55274
186.80804594081,22.4579728422657,23.73895,22.03339,20.42323,19.53468,19.07596,GALAXY,0.5135936,5982,56074
197.645707243307,34.9839730804925,25.70473,19.96571,18.31399,17.72355,17.40475,GALAXY,0.3490806,2016,53799
177.894208813237,6.18139774547207,19.92666,18.33602,17.47403,17.04759,16.71904,GALAXY,0.07960618,840,52374
236.213631246676,33.8630387491457,25.50179,22.51803,20.51551,19.36739,18.90789,GALAXY,0.5660012,4971,55747
0.91709971354819,-0.28029820590543,18.06847,17.02695,16.6761,16.38305,16.22631,GALAXY,0.06132872,387,51791
233.842494141837,35.798783456225,20.53511,20.23283,19.97964,19.53325,19.41086,QSO,1.785581,10742,58198
244.975910605181,43.0021822829704,21.62758,21.24324,21.10276,20.80606,20.93342,QSO,1.617482,8526,57898
333.583538256072,20.5265799614512,22.01489,22.87511,20.46833,19.4534,19.09394,GALAXY,0.5666326,5023,55858
235.120636923365,34.5611268630919,18.50987,17.70504,17.55746,17.46749,17.38163,GALAXY,0.04009408,1402,52872
110.090148116737,41.2940283932469,20.5891,18.76518,17.56681,17.07576,16.63977,GALAXY,0.1419087,1864,53313
115.68870494133,20.6619869370067,23.3684,22.76167,22.53651,21.51692,22.4164,GALAXY,0.8462213,8954,57453
17.7954097051108,0.285912411876519,22.10355,21.73517,20.12644,19.4719,19.03492,QSO,0.3607115,8789,57358
128.296670106496,58.2914434389442,22.90925,21.83751,21.40867,20.9121,20.79556,GALAXY,0.1191594,8169,57071
345.762971486907,11.2005166061787,19.80735,18.73934,18.43892,18.31536,18.2593,STAR,-0.000400653,6154,56237
146.005490710377,35.4498778845418,22.93153,22.38854,22.04977,21.83735,22.09852,QSO,1.427077,10229,58441
137.311183322689,50.7309882795999,20.99432,20.91282,20.77219,20.94174,20.9213,QSO,1.195904,7295,57067
198.608859315598,30.2504911730872,17.09875,16.01625,15.56472,15.33364,15.17387,GALAXY,0.02533222,2009,53904
169.302398022601,45.2990362684303,21.51225,20.03453,18.45085,17.90611,17.5149,GALAXY,0.3313051,6648,56383
178.963615588621,54.2271537837032,23.33953,21.95844,20.8571,19.91747,19.37505,GALAXY,0.5816504,6839,56425
43.7094734603665,34.9710359166994,21.1185,19.67513,19.10641,18.88667,18.84648,STAR,-0.0003077399,2398,53768
226.521665739274,38.926492706374,22.38189,20.44151,18.7559,18.189,17.80367,GALAXY,0.3432477,5167,56066
346.333077817346,0.668140404320168,25.29681,22.41581,20.81253,20.13897,19.65479,GALAXY,0.4034429,4208,55476
216.034653842046,46.2701385255293,19.02866,17.94788,17.54895,17.38304,17.3315,STAR,-0.0005052866,3312,54969
224.530458422382,9.21467863456238,19.92522,18.25698,17.47341,17.05851,16.77701,GALAXY,0.08637223,1715,54212
232.136092781449,22.7902755266285,26.53489,22.66046,20.50095,19.37347,18.75649,GALAXY,0.5626424,3954,55680
30.9188088725177,4.13628012418804,21.99281,21.40838,21.15975,20.93182,20.92116,QSO,2.098777,8736,57400
23.4215183474539,10.5514295553131,25.88276,23.36041,22.59792,21.34133,19.91482,GALAXY,0.6063851,11069,58456
197.390946922921,33.1154287213171,22.23054,21.72852,21.7937,21.60796,22.11865,QSO,1.609688,10253,58487
153.074503212003,39.9439261685522,22.00078,21.42678,20.66498,20.39363,20.28977,QSO,1.323706,8826,57452
121.0697369441,24.4457348424008,25.00509,23.31257,21.35958,20.13729,19.5779,GALAXY,0.5500509,4465,55858
242.987785805015,38.010202610699,19.19772,17.98356,17.54084,17.19444,16.98289,GALAXY,0.0741493,1055,52761
145.517255462562,52.820050539381,22.53906,21.90273,21.86537,21.60459,20.92056,QSO,2.521645,5724,56364
232.715470657165,46.8353071916599,27.35895,26.62495,22.15924,20.92984,18.5616,QSO,0.3389055,8510,57846
220.470112954905,31.832844619759,24.46997,21.63103,20.03819,19.21204,18.84031,GALAXY,0.4564092,3868,55360
325.480159003867,2.20458021581596,20.74021,20.47795,20.407,20.14476,20.02384,QSO,2.111898,9163,58043
143.812197041028,16.5887659607742,23.92496,22.43077,20.58931,19.58397,19.35221,GALAXY,0.54299,5312,56001
97.5595163596891,27.7726894678882,18.56613,16.57953,15.80885,15.5419,15.43235,STAR,-1.501869e-05,2678,54173
8.66467645109117,-11.0204554452175,19.41585,18.54848,18.25692,18.12146,18.1287,STAR,-0.0001539399,3105,54825
203.317109327635,5.19737577671626,22.75101,20.8454,19.19017,18.189,17.70932,GALAXY,0.5186299,853,52374
144.845122729315,31.5415206754848,27.70821,20.72409,19.0179,18.3208,17.72715,GALAXY,0.3828536,5806,56310
30.3493847624603,32.9363573446743,25.44437,20.51735,18.85794,18.24865,17.84559,GALAXY,0.2698446,6605,56565
197.157181323164,22.1195157328579,21.55996,21.33516,21.42324,21.24252,21.12785,QSO,1.687119,5992,56066
40.3693615787975,27.8526530687393,19.94672,18.25273,17.56863,17.30557,17.15267,STAR,6.720394e-05,2442,54065
201.400601570323,36.7906744047108,21.70264,19.41236,17.90038,17.34025,16.96142,GALAXY,0.2795965,2102,54115
164.416749305749,18.0144700874111,21.97885,22.10498,20.77287,19.80433,19.46274,GALAXY,0.5858235,5887,56035
252.415380514625,33.9940896737526,19.47131,18.57873,18.36922,18.30606,18.28168,STAR,-0.000990498,3457,54984
207.199572185961,45.9142803857479,21.46218,21.01125,21.01142,21.12673,20.4433,QSO,2.411309,6749,56370
199.023098576406,58.1757096404052,21.35287,20.54247,20.18679,20.24909,20.65893,STAR,-8.504523e-05,7117,56685
322.727394303881,0.0659063927558354,24.1383,23.32864,21.75254,20.58689,20.27865,GALAXY,0.544351,4193,55476
184.366040771688,4.22812381103406,19.25773,17.19788,16.28286,15.87057,15.5397,GALAXY,0.08239701,844,52378
354.083106152869,30.8100793520719,25.35561,22.71036,21.23232,20.34474,19.88653,GALAXY,0.5579484,6499,56571
127.111692477718,46.1519867909832,22.33009,19.83411,18.68534,18.20694,17.95181,STAR,-0.0001541129,5160,55895
352.521481105514,22.3779724182721,24.72688,21.41497,19.51193,18.82741,18.31423,GALAXY,0.423856,6115,56237
324.122524124057,0.976132237884239,23.20602,22.97213,21.64016,20.51452,19.5159,GALAXY,0.9619172,9163,58043
136.231821454423,51.1438001266496,23.77415,20.52541,18.90241,18.24957,17.82385,GALAXY,0.3452403,5732,56326
2.28677762074017,24.4483887720158,25.09857,21.51162,19.92696,19.09455,18.69385,GALAXY,0.4606618,6880,56543
249.899454815152,37.3589435486968,21.87427,21.36404,21.53425,21.32395,21.09931,QSO,2.23161,5193,56066
221.335273479376,59.6251953587687,21.99757,20.87769,19.032,18.42405,17.98806,GALAXY,0.347397,608,52081
196.987930467688,35.5981268648884,23.51396,21.48409,19.68981,18.906,18.47585,GALAXY,0.4614458,3977,55335
35.0296782572644,-0.573378546518711,24.91687,21.9115,21.68609,21.3355,21.11569,STAR,0.0003424025,2635,54114
130.235891897547,23.3116372259284,19.33533,18.33533,18.01829,17.88154,17.83631,STAR,0.0009872952,9594,58135
177.623234466789,57.7311430046326,22.00434,21.3614,20.95371,20.32124,19.82627,QSO,0.5101277,8234,57450
129.085060200725,3.6515080669393,22.4062,21.25779,19.8566,18.95482,18.54925,GALAXY,0.4900777,4794,55647
177.661537424115,-1.74713185570736,21.44308,20.84007,20.7302,20.63688,20.87581,QSO,1.987262,3790,55208
132.003244474001,35.6434979652924,20.04994,18.46051,17.67133,17.29744,16.98916,GALAXY,0.05490126,934,52672
246.41112905857,40.0988402121766,17.07021,15.42603,14.69567,14.32791,14.02005,GALAXY,0.0325493,1172,52759
240.935457766093,15.1916556124007,20.13149,18.21746,17.25022,16.80628,16.46766,GALAXY,0.09960607,2524,54568
14.8187766037502,2.9935913940175,24.78428,21.74282,20.01513,19.06405,18.67669,GALAXY,0.5117743,4308,55565
202.162660292931,45.5298041417814,22.04466,21.26862,21.28113,21.09742,21.13926,STAR,-0.0001044511,6625,56386
117.759480519173,21.1796233842585,20.98019,19.02268,17.82517,17.31761,16.94809,GALAXY,0.1691382,1263,52708
355.079785885464,26.3405278761246,20.73964,20.72916,20.59562,20.23923,20.68875,QSO,2.03688,7699,57574
354.949302324614,1.12103271138034,19.48421,18.44366,17.72367,17.33459,17.08285,GALAXY,0.1602677,682,52525
142.979459688296,54.5786732432521,24.91794,23.62612,21.85821,20.86537,19.93634,GALAXY,0.6775872,7286,57096
198.368454672795,0.447506531615013,18.16737,17.09455,17.34893,17.5405,17.6535,STAR,0.0002122284,7456,56727
32.2839649004433,-0.53390908988092,25.38902,21.66262,20.0254,19.25412,18.81143,GALAXY,0.4827986,4235,55451
252.494202654619,47.4448087507696,23.91906,20.82001,22.26975,20.56923,19.04641,STAR,1.297033e-05,8539,58021
195.095952950092,38.1243182785679,22.38373,22.23172,20.78828,19.84099,19.40331,GALAXY,0.6434623,3978,55330
216.662338451732,14.555290404299,23.34276,20.71177,18.94367,18.3643,17.94558,GALAXY,0.3424716,5461,56018
142.857603892758,14.757071716758,23.64962,22.03111,20.31378,19.43981,19.01292,GALAXY,0.4758165,5310,55983
245.455887889749,13.0033842685751,17.72743,15.91545,14.99989,14.54504,14.17351,GALAXY,0.05043335,2530,53881
156.310482034724,58.4100417250908,23.19256,22.03309,20.36135,19.37062,18.67407,STAR,2.137053e-05,7086,56658
237.139767478367,19.7178673572761,23.00511,21.65856,20.50877,19.62091,19.86131,GALAXY,0.643087,3937,55352
351.990521685208,1.60881473038483,23.81999,22.97889,22.62828,21.68229,21.88453,GALAXY,0.7523304,9202,57713
32.0738661039133,-0.781468072783497,21.61523,21.04889,20.73511,20.53724,20.5479,STAR,-0.0006604765,4235,55451
257.356941677573,33.7681966279226,22.02142,21.96592,21.96233,21.73839,22.13955,GALAXY,1.665902,10904,58402
335.963827989036,18.1796028266154,23.80007,24.93636,22.18626,20.957,19.85837,GALAXY,0.8239473,7577,56944
163.043061422281,24.0299658258985,24.15326,22.20789,20.66451,19.02789,17.49155,STAR,-2.359572e-05,2481,54086
208.141150200141,60.003284675294,23.67145,22.20671,20.4053,19.57784,19.11864,GALAXY,0.4989398,6809,56454
30.0433530004332,18.8456782440294,26.98897,22.77119,21.79516,20.65343,19.76353,GALAXY,0.8027703,7626,56934
243.611582030255,7.68647708705087,25.94422,21.38797,20.83455,20.60353,20.60003,STAR,-0.0003076616,4896,55712
180.080413699561,35.601124451579,23.20428,20.5299,18.86563,18.22705,17.89776,GALAXY,0.3902776,4650,55648
212.619327987879,15.1003455605984,22.40154,21.85137,20.72304,19.69866,19.36463,GALAXY,0.5803191,5455,56009
226.304335120476,51.1810138559768,24.41462,23.57611,21.63345,20.53385,19.75944,GALAXY,0.6406329,8397,57482
237.760198665738,34.5268959300337,22.57228,21.8005,21.75543,22.01764,22.01347,STAR,7.775634e-05,4970,56039
210.709482377003,34.6125334913157,23.89736,21.62084,19.78688,18.93001,18.43266,GALAXY,0.475898,3857,55272
21.7340304152184,-3.84902510084353,24.39248,23.7797,23.13317,21.97702,21.88269,GALAXY,0.8816119,9334,57712
152.184825411109,41.4798408263332,23.32945,21.9938,21.29962,19.94967,21.365,STAR,-4.509394e-06,4566,55630
183.291622395564,-1.67287629727337,23.23601,22.45883,20.65509,19.83878,19.21656,GALAXY,0.4311216,3777,55210
176.788846355826,20.3452807235619,19.89684,17.88005,16.83969,16.40617,16.03769,GALAXY,0.1308994,2509,54180
105.09916030203,28.5946176730687,17.1386,15.85495,15.4487,15.30477,15.2476,STAR,-3.527423e-05,3207,54850
252.77416658707,21.6478659506122,22.51181,19.9468,18.49189,18.18038,17.83289,STAR,3.45275e-05,1415,52885
56.3299659017125,-0.500717032003463,18.32584,16.41587,15.48014,15.0097,14.67064,GALAXY,0.04731712,416,51811
150.311431340568,56.8800654487058,23.92737,21.7882,20.41917,19.54448,19.18724,GALAXY,0.4462656,7085,56625
346.998931661489,0.837184818326885,25.26007,21.2744,19.49169,18.83018,18.42291,GALAXY,0.3836662,678,52884
182.282416356236,51.0975336424021,22.11547,19.52773,18.12878,17.25401,16.73661,STAR,-0.0003789105,969,52442
156.978155792836,18.6773633896189,16.76445,15.56251,15.04898,14.81996,14.72762,STAR,-3.460271e-05,2853,54440
230.819989800472,25.2240084613972,20.41614,18.71793,17.6315,17.10549,16.76558,GALAXY,0.1884017,2160,53885
148.631696675843,16.0430499861725,23.33842,18.31224,16.84758,16.3609,16.24659,GALAXY,0.2317119,2583,54095
186.387791918151,56.3775886574283,22.38168,23.24967,21.64104,20.61097,19.92685,GALAXY,0.6900669,8214,57867
17.449392430419,30.3128865256613,24.01906,22.16291,21.37345,20.17586,20.76665,GALAXY,0.3060194,6263,56279
359.502541313156,30.2581950519463,24.02805,21.75094,20.47948,19.68595,19.32174,GALAXY,0.5602776,6512,56567
242.100105393152,14.8571114652706,20.2131,18.5216,17.6513,17.15115,16.83752,GALAXY,0.09644881,2524,54568
232.538835929601,2.40403630977459,22.53188,20.15391,18.32953,17.73256,17.38782,GALAXY,0.3294688,2954,54561
334.795087312469,11.0912871738048,25.86532,21.79175,20.54565,19.80318,19.58664,GALAXY,0.5583948,5052,55857
195.07289694397,36.1254462387007,20.47419,18.355,17.07256,16.5967,16.21898,GALAXY,0.1874899,2031,53848
187.346234039842,43.4402033326097,23.25085,22.0497,21.61218,21.64158,21.13588,STAR,-0.0003418236,8374,57783
260.988755814459,28.2478362203,16.29877,15.30616,14.95302,14.81001,14.76136,STAR,-0.0005242992,2182,53905
116.969227864572,48.3471499581814,20.41474,18.39503,17.37606,16.90735,16.49644,GALAXY,0.08909092,1868,53318
214.204444440222,56.4152661099715,18.00773,16.64261,16.16109,16.01639,15.94899,STAR,-0.000184341,2447,54498
27.1033464669918,0.486892543443681,19.97079,18.72236,18.3923,18.15649,18.06118,GALAXY,0.04728383,1076,52914
215.643545807837,-1.42212808587149,21.73796,21.51713,20.61139,19.82759,19.32123,GALAXY,0.6600873,4032,55333
10.667950758838,-2.88245840288133,23.2909,22.55433,21.99833,21.53071,21.35178,GALAXY,0.7763341,9340,57716
0.256137781383188,1.47224408198486,21.92905,21.57921,21.42893,21.47466,21.00474,QSO,2.653296,4296,55499
4.54205865887741,13.7419991055527,22.1879,21.58442,21.54407,21.51747,21.78043,STAR,0.001731189,6183,56210
143.033110770865,36.8029931685825,24.89657,20.67951,19.7973,18.85845,18.12115,STAR,2.272641e-08,4576,55592
176.689830617592,54.6981515324993,18.83628,16.98594,16.11302,15.72298,15.3736,GALAXY,0.06111018,1017,52706
1.51345209172244,-2.72050801478514,25.70952,23.00205,21.43154,20.11487,19.70644,GALAXY,0.6002155,4354,55810
231.182279421915,38.1619666083268,23.20362,21.3286,21.23175,21.16992,21.07458,STAR,-0.0005083695,4979,56045
192.074205589798,68.4601774670023,25.87942,22.52304,20.92672,19.86234,19.45639,GALAXY,0.5373141,6964,56748
146.144884637171,44.5616367508523,20.77533,20.51933,20.48971,20.18298,20.26937,QSO,1.663988,8285,57048
148.202726951924,16.0238530418125,24.05531,20.81117,18.98256,18.11964,17.66381,GALAXY,0.4381197,2583,54095
205.495434315123,0.331193681130528,24.10653,23.29844,21.17992,20.00267,19.75747,GALAXY,0.5460275,4043,55630
324.988595960918,0.0919138763101078,20.25347,19.00136,17.91389,17.41244,17.0808,GALAXY,0.1846623,1029,52912
111.62443828446,41.5316192243263,20.78844,19.80786,19.56633,19.53205,19.70844,STAR,-0.0002921032,3656,55241
153.129798195844,39.9574858266008,22.25758,22.23692,21.56925,21.72605,21.37504,QSO,1.162079,8826,57452
197.537999152806,2.76199073623745,25.73924,22.45238,20.7467,19.83062,19.17989,GALAXY,0.5546921,4007,55327
119.591458859859,15.627826990349,25.16611,21.17712,20.55348,20.48538,20.97039,STAR,0.0001603925,4501,55590
194.721009988256,6.13801743935739,25.66755,21.91735,20.56272,19.74557,19.57516,GALAXY,0.4952168,4836,55689
235.562488344512,11.6687852070389,22.45708,21.48306,19.56818,18.8207,18.40116,GALAXY,0.4185957,4886,55737
162.839267841452,45.4264513218672,24.15765,21.61064,20.01183,19.12443,18.7573,GALAXY,0.4535318,6664,56383
12.5983332768308,-3.65300305131608,22.8426,22.25071,21.85383,21.18218,20.57391,QSO,0.6601806,9338,58044
344.097768605458,15.8048678552896,20.99292,19.36147,18.00998,17.38171,16.82949,GALAXY,0.1751121,5040,56243
139.119034669575,-0.594668298952786,22.211,19.45647,18.01158,17.36752,17.00738,GALAXY,0.2988776,3766,55213
13.5127677314337,1.01406157746026,22.016,19.67818,18.52132,18.07326,17.82086,STAR,-2.708554e-05,1132,52903
158.459849393168,43.1742488552493,19.47195,18.33483,17.86498,17.66444,17.57065,STAR,-0.0001500423,2567,54179
194.638340510471,34.7080264315548,23.58067,23.03185,20.91494,19.70743,19.35256,GALAXY,0.6181889,3974,55320
29.0422386164689,17.6409937013268,21.12024,20.47891,20.446,20.25228,20.52837,GALAXY,0.03808869,5118,55830
175.410942397027,40.3735262597439,23.29958,23.41302,21.68937,20.54988,19.83593,GALAXY,0.6451065,8843,57423
126.792106468969,31.1948358759275,22.66204,19.87823,18.34533,17.77992,17.34047,GALAXY,0.2781118,4446,55589
167.702173790452,2.47181949509821,17.51413,16.56041,16.22021,15.99276,15.85117,GALAXY,0.03542538,510,52381
178.936868656753,58.5046084213524,18.8123,17.7971,17.4575,17.28428,17.16617,GALAXY,0.01061403,1313,52790
200.734426516337,5.37266680836834,21.03098,18.8687,17.73394,17.25786,16.89609,GALAXY,0.1627453,851,52376
142.240177388553,60.8803982608064,20.19599,18.19937,17.14684,16.67956,16.29596,GALAXY,0.1196222,485,51909
180.124376414883,54.7896573691909,18.60904,17.31645,16.74165,16.43354,16.23231,GALAXY,0.0521787,1017,52706
20.1145045920076,-1.18465405698907,25.69661,24.89744,21.89464,20.65696,19.65562,GALAXY,0.8527929,7877,56898
223.418613770929,36.2821760714813,24.64305,22.66681,21.00574,19.86525,19.2885,GALAXY,0.3608126,5174,56047
20.0574428038354,-10.2516756594221,17.29162,16.34415,16.04406,15.92292,15.89592,STAR,-0.000393267,661,52163
215.89008819901,19.5329498516879,26.28078,20.73096,18.88563,18.2458,17.94052,GALAXY,0.3608908,2774,54534
233.588488874615,27.2455240384713,23.88494,22.08842,20.24643,19.39721,18.9413,GALAXY,0.4887693,3959,55679
356.539520422738,26.8980266185718,21.00428,21.23982,20.91497,21.00854,20.67306,QSO,1.031498,7697,57574
109.813052195245,41.1467902028876,18.1173,16.78572,16.21182,15.92975,15.75257,GALAXY,0.02765727,1864,53313
170.577609338168,-1.94303511431733,23.50238,21.86501,20.24911,19.08732,18.61906,GALAXY,0.565569,3774,55244
341.965150503543,30.0087915091647,24.90864,22.32609,20.40624,19.47427,18.80972,GALAXY,0.4967897,6294,56482
41.6768742044665,0.819918986261479,23.1716,22.57986,22.67953,22.22787,21.42283,GALAXY,0.896469,7337,56662
0.233967982804757,11.9591410761426,23.68135,24.06727,22.67559,20.92558,19.90042,GALAXY,0.7964666,11546,58488
144.69483291584,13.2167739282789,21.92918,21.35412,21.27395,21.33187,20.93994,STAR,0.0004160384,5313,55973
25.7136250928834,29.8044831885308,21.09218,20.90638,20.69456,20.45384,20.01929,QSO,0.871093,7733,58103
154.47090026763,1.14566529826263,23.04132,22.07124,22.02234,21.77576,21.05351,STAR,-0.0002405995,3831,55543
209.74903311739,16.9075788582431,19.74477,18.3558,17.76144,17.51633,17.38372,STAR,5.52707e-05,3310,54919
210.467445300126,47.6371690904116,22.48553,22.10442,22.10153,21.78514,21.83246,QSO,2.341422,8499,57431
354.90730101337,27.1472330696822,19.37109,17.39425,16.40273,15.92991,15.56526,GALAXY,0.03258866,6301,56543
228.387427574464,44.5638745935464,24.26161,22.65787,21.52811,20.50672,19.68841,GALAXY,0.6209609,8519,58198
33.6823541622766,-3.57721828979426,23.17537,22.64777,21.85538,21.07884,21.01143,GALAXY,0.05574124,8123,56931
48.9866724946325,-8.2301991392273,20.08695,19.04314,18.63119,18.44468,18.41201,STAR,0.0001685813,3186,54853
4.97451033102784,-10.8404077916716,20.8477,18.1615,16.9397,16.46804,16.20193,STAR,3.539008e-05,1912,53293
53.395171590476,0.757547927759272,21.12295,19.4935,18.87098,18.61798,18.4915,STAR,0.0002883226,2069,53376
140.5894142787,39.7215460853868,24.96295,23.81066,22.13013,20.77056,19.90695,GALAXY,0.7937126,8831,57448
202.245183433291,66.9720092605819,23.90544,22.51206,20.79389,19.40001,18.98398,GALAXY,0.7263513,6825,56717
23.6168029169665,34.0808272721651,24.64484,22.0754,20.30435,19.43527,18.77197,GALAXY,0.5101354,6602,56571
132.282059633215,63.6837366972965,23.30128,22.99305,20.92578,19.90484,19.28941,GALAXY,0.5658844,5714,56660
208.326800898999,16.3378657034348,20.27263,18.53968,17.69128,17.28379,16.97666,GALAXY,0.103516,2743,54259
122.50012481439,57.3964539429156,22.10043,20.85247,18.80113,18.19957,17.77779,GALAXY,0.3368381,5149,55944
208.832697743383,57.9915358831401,21.95746,20.43955,18.77382,18.18916,17.77787,GALAXY,0.3526578,6805,56442
208.237650928639,52.5895491947033,20.18299,18.30397,17.43723,17.03782,16.74664,GALAXY,0.06914503,1043,52465
25.1488952816799,30.5746753581215,20.56709,18.54755,17.2946,16.7124,16.35661,GALAXY,0.1775113,6601,56335
157.404512118478,65.2339382914068,24.34411,23.19833,20.91435,19.64665,19.12341,GALAXY,0.6222985,7083,56722
251.551628281612,41.508841108162,18.27722,16.82944,16.25767,16.03713,15.92171,STAR,-0.0001155019,3291,54939
112.994646539099,39.5061152694754,22.25849,20.60121,20.02381,19.7659,19.49997,STAR,-0.0001614221,2701,54154
216.398886170243,64.3796353298899,20.20098,18.57811,17.77474,17.27717,17.00322,GALAXY,0.1130051,499,51988
155.248552659842,22.6845647183842,24.75163,22.60499,22.13409,21.29059,20.95143,GALAXY,0.9338963,9614,57835
162.685597591122,-1.50477406350182,23.46812,22.30644,21.14114,20.03047,19.52784,GALAXY,0.6103526,3786,55563
16.6502845789999,0.284300998386417,20.92329,20.18916,19.70145,19.48815,19.4233,GALAXY,0.2362988,693,52254
353.636542871308,21.0417803953024,24.45348,21.94985,20.82098,19.73404,19.55732,GALAXY,0.4964833,6116,56245
136.062428948766,30.5977257271822,25.17292,22.87953,21.67345,20.68073,19.92109,GALAXY,0.6032568,10667,58163
240.516640542288,32.3232985598884,19.14734,18.1742,17.6272,17.24057,17.06618,GALAXY,0.1299579,1405,52826
38.2855623097686,-1.88355535787892,21.28493,20.83881,20.77461,20.6908,20.53271,QSO,2.266098,7829,57011
149.690445892879,46.8487356424758,20.79444,18.68511,17.53,17.06294,16.70469,GALAXY,0.1585331,872,52339
121.962921337499,48.9814364808007,24.39423,23.71212,21.73446,20.54626,19.80944,GALAXY,0.7391244,7324,56935
177.149810645903,2.05705273587059,23.6151,21.76302,20.06976,19.17675,18.65821,GALAXY,0.4677571,4729,55626
41.0926755757865,0.356610437988821,20.10718,19.06057,18.73309,18.61361,18.59742,STAR,-4.615209e-05,1664,52973
27.1917409501261,-1.91610329654198,26.52892,22.23155,20.65071,19.67156,19.08827,GALAXY,0.51107,4348,55559
119.453568455239,-0.653459154334921,19.45096,18.56889,18.25267,18.13982,18.07982,STAR,7.514945e-05,7451,56739
207.687276818158,11.0742740153346,21.53616,21.63156,19.6497,19.06572,18.56736,GALAXY,0.3975543,5440,55983
41.028265687314,-3.30395330695149,22.45974,22.87896,21.36136,20.23702,19.59101,GALAXY,0.5673867,7826,56931
164.757292737374,22.0077624313426,20.34249,18.50459,17.58956,17.18767,16.92117,GALAXY,0.0897034,2488,54149
261.559215423228,34.3464823309061,20.16097,17.90127,16.9893,16.65941,16.52264,STAR,3.75118e-05,3292,54943
1.55122488633907,22.6354556142873,25.6959,22.28673,20.34718,19.03284,18.5745,GALAXY,0.6052858,6879,56539
186.15254388282,7.54049432575913,18.43123,17.36957,17.01707,16.73737,16.64182,GALAXY,0.04883192,1625,53140
242.580458134228,9.13695413244582,24.71812,22.05374,20.36218,19.38283,18.90368,GALAXY,0.5239838,5207,56018
7.25514205213707,-5.82481391829916,20.08364,19.10524,18.9492,18.78046,18.67206,QSO,2.761076,7038,56571
239.411451581241,24.0458028229084,23.76731,22.52227,20.93513,18.66411,17.40225,STAR,-3.454472e-05,1850,53786
143.645077376141,15.8954745398924,20.14972,20.27484,20.60359,20.93113,21.49461,STAR,0.0005625697,2579,54068
193.583011962305,49.6746426266584,20.04082,19.86659,19.80694,19.54639,19.62861,QSO,1.627219,6669,56413
200.35792310483,30.1451695427012,21.86959,20.72204,18.93633,18.11016,17.67901,GALAXY,0.4745226,2002,53471
207.152917577358,57.4572008866205,19.92805,17.9411,16.86836,16.42719,16.05327,GALAXY,0.1299981,1158,52668
236.944621269568,-1.0860019441529,22.07553,20.91612,18.96218,18.30483,17.86051,GALAXY,0.3647551,342,51691
329.081146036245,28.5159492138956,24.73005,24.03419,22.33013,20.77334,19.91203,GALAXY,0.8930975,7707,57663
173.64784413038,29.5197547734644,23.51731,22.29426,20.60778,19.67925,19.26017,GALAXY,0.5055208,6405,56342
177.187058255557,-2.07886374712678,19.48917,17.87901,17.06806,16.66376,16.35079,GALAXY,0.1030408,330,52370
188.956301985842,51.1886998612747,22.90864,23.26231,21.45545,20.33669,19.59088,GALAXY,0.6951208,8227,57427
8.4741478842792,27.5879120865766,19.54165,19.10828,18.7593,18.54578,18.40383,QSO,2.109774,6282,56572
6.94488835516523,24.2016770106975,19.07746,19.1402,19.57646,19.80589,20.16234,STAR,8.720767e-05,6281,56295
128.63806821591,3.70299843440805,20.04135,18.15497,17.27494,16.85097,16.52677,GALAXY,0.07432304,1186,52646
244.807925478747,36.5701621295865,22.94549,22.75407,20.98404,19.90559,19.35752,GALAXY,0.5115259,5199,56067
11.9911496216075,14.7957631915456,20.2746,19.41863,19.10783,18.97061,18.88623,QSO,2.733163,6203,56266
24.5443950813544,-3.99993056139774,24.43759,22.63992,22.12698,21.81385,21.1442,GALAXY,0.9613521,9331,57711
231.130387957948,21.5535137918218,24.81207,22.57391,20.71211,19.78282,19.2556,GALAXY,0.5000662,3950,55680
138.170137654344,14.0511796756018,19.25703,17.96954,17.14646,16.68224,16.39464,GALAXY,0.1138373,2438,54056
144.203833327673,29.0379829716968,20.39093,18.45429,17.41954,16.89116,16.4616,GALAXY,0.1177068,1942,53415
127.794966319785,0.981106843853189,23.43341,22.22218,20.66666,19.65358,19.13989,GALAXY,0.5103873,4791,55889
133.39820900167,14.7644192314198,23.74918,20.98833,19.16983,18.48818,18.08499,GALAXY,0.3901906,2431,53818
136.494530398447,16.4998661874623,24.35574,23.7994,23.04716,21.87362,21.94602,GALAXY,0.8686059,9550,57787
41.7330101322129,-1.85196839909873,25.86034,22.01935,20.31022,19.51291,19.09577,GALAXY,0.4563895,4342,55531
208.595782156375,20.0142023278092,24.21513,22.15446,20.59374,19.63009,19.33199,GALAXY,0.4630932,5868,56045
325.887669294463,27.5997427343039,23.33832,22.15692,20.73144,19.38825,18.68853,STAR,-0.0002677457,5965,56190
173.441447045422,-1.01111521360827,23.85446,20.12807,18.44525,17.92452,17.77266,STAR,0.0009640856,2877,54523
135.612174103807,62.6061001554046,21.72986,21.24639,20.70031,19.80025,19.20291,GALAXY,0.6723296,5713,56686
